lat,lon,cluster
50.9469219,6.9451966,0
50.9703258,6.9519605,0
50.9473396,6.9230155,1
50.9288326,6.9110988,1
50.931859,6.9191277,1
50.9058211,6.968574,0
50.8914764,6.9964158,0
50.9355236,6.9601678,0
50.9706187,7.089901,3
50.9483428,6.9209132,1
50.94927,6.922568,1
50.9384634,6.9604049,0
50.9741074,6.9605656,0
50.9413152,6.9375161,0
50.9208668,6.9590821,0
50.9208462,6.9589286,0
50.9535256,6.9118405,1
50.9578128,6.9096063,1
50.8909297,7.0232402,2
50.8742671,7.0324929,2
50.9389011,6.9335188,0
50.9402846,6.8894285,1
50.9396943,6.8890934,1
50.9456067,6.8899259,1
50.9375553,6.8931582,1
50.8809836,7.014895,2
50.9379733,6.8824767,1
50.9280788,6.9277182,1
50.9362902,6.9410217,0
50.9364543,6.9409393,0
50.9363291,6.9409225,0
50.9363819,6.9408477,0
50.9244781,6.9171199,1
50.9267878,6.9272749,1
50.9284376,6.9296888,0
50.9341905,6.919719,1
50.9397385,6.9587439,0
50.937515,6.9424212,0
50.9371876,6.9435675,0
50.9238937,6.9586175,0
51.0154938,6.8582002,4
50.863321,7.0372862,2
50.9512128,6.9199147,1
50.9415667,6.9553385,0
50.8985912,6.9662211,0
50.8992964,6.9661456,0
50.8671787,7.018715,2
50.8914128,6.9906067,0
50.9368772,6.951807,0
50.8721698,7.0283493,2
50.9245801,6.9780268,0
50.8909596,7.0211106,2
50.9330307,6.9526995,0
50.9513403,6.9542103,0
50.9514348,6.9539277,0
50.9347407,6.9507829,0
50.9419505,6.9565866,0
50.9386213,6.9596853,0
50.9391512,6.9531017,0
50.9356878,6.9745144,0
50.937953,7.0022665,3
50.9385887,7.0078554,3
50.9462645,6.9565529,0
50.8564841,7.0837107,2
50.9353011,6.9432912,0
50.9644296,6.999815,3
50.9446045,6.923452,1
50.9444877,6.9237073,1
50.9978787,6.8768188,4
51.0017758,6.8696764,4
50.9755219,7.0741728,3
50.9389616,6.9480055,0
50.8628067,7.0066186,2
50.9325315,6.8584734,1
50.862452,7.0079693,2
50.9470404,7.084748,3
50.9477518,6.9156114,1
50.9241632,6.9447183,0
50.9288812,6.9387101,0
50.8923367,6.9934006,0
50.9327586,6.9342611,0
50.9281537,6.9407566,0
50.9672339,7.0498994,3
50.899227,7.0308222,2
50.8967555,6.990796,0
50.9312654,6.9348849,0
50.9292735,6.9372737,0
50.9291294,6.9374867,0
50.9293365,6.9373726,0
50.9290904,6.9374216,0
50.9300595,6.9386697,0
50.9299213,6.9388977,0
50.9293861,6.9374653,0
50.9289488,6.9367369,0
50.9290459,6.937347,0
50.9297998,6.9386782,0
50.929316,6.9378171,0
50.9480697,6.9217734,1
50.9569815,6.918362,1
50.9155043,6.92691,1
50.9027054,7.0162337,2
50.9003829,7.0187773,2
51.0203607,6.8982064,4
50.9326213,6.955191,0
51.0216067,6.8998063,4
50.9646102,7.010917,3
50.8812263,7.0752012,2
50.8813177,7.0736847,2
50.8822483,7.0783462,2
51.0221822,6.899125,4
50.920834,7.0818482,2
50.9614496,6.9520034,0
50.9367813,6.9401359,0
50.9367426,6.93993,0
51.0219974,6.8988873,4
51.0211909,6.9023151,4
50.9401907,6.9603582,0
50.9204215,6.9332025,0
50.9373072,6.819288,1
50.9656234,6.9529777,0
50.9369038,6.9747786,0
50.955764,6.9055493,1
51.0006463,7.0396327,3
50.9996501,7.038535,3
50.9408369,6.94643,0
51.001418,7.0423934,3
50.9997785,7.0383678,3
51.0004037,7.0394503,3
50.8785199,6.9624929,0
50.8796113,6.964005,0
50.8795297,6.963247,0
50.9380217,6.8811807,1
50.9502811,6.9280204,1
50.9506766,6.9281012,1
50.9181538,6.9606497,0
50.9976347,7.0370326,3
50.9366082,6.9367484,0
50.9653338,6.8322772,4
50.9352746,6.9386084,0
50.9352363,6.9381247,0
50.936893,6.9743052,0
50.9293175,7.0415384,3
50.9710934,7.0911855,3
50.9601025,6.8327248,4
50.8845978,7.0581917,2
50.9744102,6.9609625,0
50.891319,7.0572728,2
50.9392216,6.9557396,0
50.9875609,6.9612205,0
50.9113725,6.990002,0
50.9580904,6.9439835,0
50.9649323,6.9521786,0
51.0244174,6.8828332,4
50.9745062,7.0750313,3
50.94563,6.9264645,1
50.9338903,6.9355726,0
50.9500095,6.9583098,0
50.9657825,7.0093377,3
50.9718575,7.0095144,3
50.9716463,7.0099249,3
50.9702929,7.0080419,3
50.9693573,7.0064805,3
50.9236687,6.9586796,0
50.9235477,6.9586772,0
50.9217927,6.9589548,0
50.9225815,6.9625384,0
50.9499878,6.9286793,1
50.9649666,6.954304,0
50.9280011,6.9441376,0
50.930327,6.9428551,0
50.9309944,6.9401178,0
50.9369503,6.9458107,0
50.8823273,7.0578152,2
50.9392533,6.9410393,0
50.9394371,6.9410726,0
50.9394856,6.9410785,0
50.921863,6.9359406,0
50.9219934,6.9353169,0
50.9680857,6.9569873,0
50.9392287,6.9582689,0
50.9415523,6.9399396,0
50.9423523,6.9401444,0
50.942082,6.9400809,0
50.9392755,6.9565357,0
50.9378192,6.9452277,0
50.9386507,6.9408899,0
50.9384726,6.9408352,0
50.9385739,6.940855,0
50.939258,6.9525034,0
50.9962233,6.8725311,4
50.9782266,7.0859047,3
50.9677955,6.9532959,0
50.9370881,6.9372922,0
50.9343727,6.9363014,0
50.9258286,6.9382924,0
50.9118809,6.9896841,0
50.9371006,6.9405016,0
50.9277987,6.9326921,0
50.9312421,6.9348547,0
50.9178506,6.9266351,1
50.9382468,6.938583,0
50.9157524,6.9926135,0
50.9114496,6.9844522,0
50.9503873,6.9805008,0
50.9627754,6.9674016,0
50.9496727,6.9535381,0
50.8904996,7.0526609,2
50.9396383,6.9476573,0
50.9395289,6.9476482,0
50.8886686,7.0535387,2
50.9596783,7.0079158,3
50.9303555,6.9406854,0
50.9149127,6.9929189,0
50.9156262,6.9924529,0
50.9604056,6.9542854,0
50.9473581,6.9229303,1
50.9473023,6.9230846,1
50.9386157,6.9623323,0
50.8843778,7.0599979,2
50.9445402,6.8277502,1
50.9466538,6.8296499,1
50.9318902,6.9645967,0
50.9425631,6.9817275,0
50.8837777,7.0600406,2
50.9405984,6.8791243,1
50.9165043,6.9607484,0
50.9435951,6.9337095,0
50.9318248,6.8467062,1
50.9355514,6.9593333,0
50.9393085,6.9618578,0
50.939373,6.9618504,0
50.9191425,6.8504988,1
50.9308808,6.9400266,0
50.9408528,6.9442744,0
50.9512239,6.9068116,1
50.898799,7.0321014,2
50.9390112,6.97736,0
50.9386556,6.9815059,0
50.9347595,6.936574,0
50.9333833,6.934895,0
50.9323167,6.9335253,0
50.9329359,6.9376043,0
50.9407171,6.943611,0
50.940697,6.9434983,0
50.9352447,6.9369072,0
50.9703658,7.0143217,3
50.8938809,7.0781021,2
50.9497935,6.9657729,0
50.9548897,6.9182022,1
50.8765686,7.0832093,2
51.0652964,6.8673237,4
50.8964353,7.0965785,2
50.9537284,6.9114945,1
50.9803713,6.9185543,1
50.9280836,6.9437064,0
50.9188861,6.9604211,0
50.9655849,7.009217,3
50.9642004,7.0010283,3
50.9119924,6.9239294,1
50.9108824,6.940742,0
50.9108385,6.9409487,0
50.9322963,6.9560522,0
50.9112353,6.9231438,1
50.9207309,6.9637589,0
50.9405012,6.9739258,0
50.8976324,6.9906099,0
50.9532873,6.903841,1
50.9523163,6.901212,1
50.8882273,7.000967,2
50.9386252,6.9405933,0
50.9385815,6.9397853,0
50.938841,6.9398329,0
50.9388152,6.9406763,0
50.9387569,6.9398389,0
50.9383922,6.9397397,0
50.9383901,6.9403332,0
50.9389872,6.9401498,0
50.9391065,6.9567056,0
50.9750473,7.0748595,3
50.9761549,7.0726966,3
50.9381937,6.939998,0
50.9378477,6.9395901,0
50.9356622,6.9497384,0
50.9429285,6.9569933,0
50.9316301,6.9484542,0
50.9297775,6.9420912,0
50.8923182,7.0714972,2
50.9577278,6.9005853,1
51.0032741,6.8885304,4
50.9372256,6.9388622,0
50.9370675,6.9698497,0
50.9529539,6.951705,0
50.9373353,6.9405734,0
50.9243584,6.9600775,0
50.9364885,6.8986071,1
51.0371967,6.883235,4
50.9808723,7.0720183,3
50.9309015,6.854386,1
50.9308174,6.8547585,1
50.9306407,6.8694409,1
50.9230458,6.9559117,0
50.9218826,6.9631834,0
50.9220535,6.963724,0
50.9425528,6.8341253,1
50.9372198,6.9611553,0
50.9380493,6.8407226,1
50.9390959,6.9388327,0
50.9393543,6.9386995,0
50.9401254,6.9382544,0
50.9395287,6.9400233,0
50.9288762,6.9410938,0
50.8730754,7.0487818,2
50.8686946,7.0428179,2
50.942313,6.940763,0
50.907465,6.9049067,1
50.9391338,6.9401973,0
50.9392288,6.9407821,0
50.9426308,6.9409347,0
50.9404932,6.9412696,0
50.9406104,6.9416852,0
50.940555,6.9412869,0
50.9404904,6.9420728,0
50.9402303,6.942315,0
50.9369834,6.899318,1
50.9197197,6.9099238,1
50.9313514,6.9185543,1
50.9216069,6.9204418,1
50.9407876,6.9429983,0
50.9407673,6.9425574,0
50.9413591,6.9415234,0
50.9461238,6.9194764,1
50.9478473,6.921776,1
50.9287533,6.9501936,0
50.9661104,6.9147532,1
50.9207122,6.9552413,0
50.9204687,6.9560513,0
50.9983387,6.9063973,4
50.9097582,6.9695862,0
50.9102428,6.9713767,0
50.9102965,6.9712968,0
50.8692644,7.0430579,2
50.8687327,7.0420494,2
50.8697959,7.043718,2
50.8694138,7.0432627,2
50.940156,7.0230479,3
50.9218884,6.9323935,0
50.9943296,6.9317965,4
50.9126209,6.9409015,0
50.8590121,7.1063389,2
50.9347476,6.9408751,0
50.9347872,6.9413866,0
50.9348923,6.9431138,0
50.9378504,6.9496394,0
50.8967654,7.0784603,2
50.8483951,6.9738684,0
50.8492622,6.972283,0
50.9794456,6.9436486,0
50.9363079,6.936903,0
50.9462708,6.9117884,1
50.9469271,6.9215736,1
50.9369997,7.0090022,3
50.9379625,6.9447336,0
50.9224352,6.9597325,0
50.9458822,6.9562892,0
50.9329133,6.9806794,0
50.934672,6.940123,0
50.9664295,6.9531742,0
50.9701991,6.8854921,1
50.9697176,6.8850271,1
50.9366705,6.9341372,0
50.9179819,6.9603461,0
50.9179277,6.9603703,0
50.9202274,6.960035,0
50.9673078,7.0023642,3
50.8926363,7.0728315,2
50.9199102,6.9593969,0
50.9237787,6.9274317,1
50.9485301,6.9435705,0
50.9060313,6.958452,0
50.9040445,6.957255,0
50.8767249,7.1035408,2
50.954278,6.90999,1
50.9394882,7.003513,3
50.9361095,6.9347209,0
50.9624163,6.9583358,0
50.9620087,6.9567434,0
50.9409356,6.9843743,0
50.9399973,7.0075317,3
50.974109,6.9651889,0
50.9618869,6.9545379,0
50.9602264,6.9546758,0
50.9610919,6.9552513,0
50.962632,6.958849,0
50.9377335,6.8349837,1
50.9479128,6.8292771,1
50.9406932,6.9693296,0
50.9199946,6.9601003,0
50.9395631,7.0171406,3
50.9665183,6.9531555,0
50.9632323,6.952277,0
50.9423323,6.9560536,0
50.9297309,6.9399832,0
50.9149622,6.9290734,0
50.9492001,6.9615227,0
50.9491753,6.9617716,0
50.9437792,6.9072717,1
51.0371793,6.8835552,4
50.9600186,6.9702263,0
50.9387963,6.9507383,0
50.938703,6.9507024,0
50.9388339,6.9507104,0
50.950275,6.9113915,1
50.9374483,6.9991804,3
50.937031,7.0004069,3
50.9372692,6.9992101,3
50.9368177,7.0004605,3
50.9979799,6.9061832,4
50.9428331,6.9365287,0
50.9576747,6.9246688,1
50.9297477,6.9467086,0
50.9403413,6.9617754,0
50.932377,6.9488662,0
50.9605817,6.9642249,0
50.9371008,6.9775998,0
50.968888,7.0412601,3
50.9097018,6.9283949,0
50.9144718,6.9303403,0
50.9505509,6.9115781,1
50.9755678,7.0747508,3
50.9416497,6.9524978,0
50.9203033,6.9562142,0
50.911354,6.9846067,0
50.9313856,6.9645617,0
51.018573,6.9018464,4
51.0067013,6.8701283,4
51.0003728,6.8792546,4
50.9242156,6.9270805,1
50.9665937,6.9133045,1
50.9578059,6.9198638,1
50.9516119,6.9226779,1
50.9672347,6.9534673,0
50.9446224,6.9559166,0
50.9323895,6.9555715,0
50.9379804,6.9604071,0
50.921497,6.9329866,0
50.9400723,6.9508439,0
50.973914,7.0568102,3
50.9277623,6.9575196,0
50.9164392,6.9905091,0
50.9321844,6.9566846,0
50.9538947,6.9598269,0
50.9384578,6.8386121,1
50.8784671,7.1235884,2
50.9228656,6.9523965,0
50.9191472,6.9603489,0
50.9096651,6.941536,0
50.9202019,6.962357,0
50.9346857,6.94027,0
50.9181057,7.0805099,2
50.9526218,6.9132457,1
50.93499,6.942994,0
50.9593246,6.9732771,0
50.9347094,6.9607755,0
50.9611054,6.9772376,0
50.957841,6.9232926,1
50.9340782,6.9363708,0
50.9239943,6.9586359,0
51.0073689,6.8669846,4
51.0073386,6.8668881,4
50.9664445,7.0123933,3
50.9665165,7.0099999,3
50.9171002,6.9605987,0
50.9217826,6.9627008,0
50.9191447,6.9600055,0
50.962251,7.0059275,3
50.8382889,7.0690538,2
50.9208817,6.9599855,0
50.9370015,6.9765352,0
50.9196025,6.9604264,0
50.9185974,6.9605577,0
50.9216424,6.9591232,0
50.91985,6.96019,0
50.9102689,6.9620701,0
50.9406575,6.9692669,0
50.9594442,6.9954557,3
50.9032225,6.9809188,0
50.9274963,6.9037148,1
50.9274249,6.9036314,1
50.9517932,6.9573343,0
50.9486749,6.8813229,1
50.9309786,6.9412834,0
50.9513766,6.9190468,1
50.8733642,7.0338733,2
50.8740451,7.0328981,2
50.9366757,6.9598395,0
50.9204751,6.9575749,0
50.9197691,6.959335,0
50.9677939,6.8880735,1
50.949461,6.9572652,0
50.9483727,6.9558785,0
50.9750143,7.0740474,3
50.9311258,6.9481506,0
50.9492605,6.9589638,0
50.9976964,6.8759741,4
50.9451041,6.9613482,0
50.9366853,6.9596439,0
50.9366817,6.959762,0
50.9250955,6.9452143,0
50.9467691,6.9243942,1
50.9348425,6.9346866,0
50.8958074,6.9668858,0
50.9050838,6.9645162,0
51.0624694,6.8618206,4
50.953482,6.9119121,1
50.9464993,6.9249923,1
50.9525711,6.95742,0
50.9414156,6.9367513,0
50.92329,7.0778572,2
50.9488779,6.8804745,1
50.9369855,7.008744,3
50.940219,6.9365586,0
50.9179761,6.9239473,1
50.9533529,6.9658181,0
50.939351,6.939975,0
50.9221709,6.9618166,0
50.9212153,6.9612493,0
50.9219554,6.9596987,0
50.9520671,6.9141367,1
51.0216244,6.9195857,4
50.998342,6.8773594,4
50.8950031,6.992378,0
50.8932588,6.9950948,0
50.8950627,6.994152,0
50.9289448,7.0410845,3
50.8931689,6.9953437,0
51.0553311,6.8474719,4
50.8920408,6.9961245,0
50.9167964,6.965331,0
50.8924251,6.9942169,0
50.9382907,6.9718451,0
50.9969256,6.9053564,4
50.9276671,6.9575464,0
50.9596855,6.996356,3
50.9497318,6.9590874,0
50.9247288,6.9583784,0
50.9786051,7.0707897,3
50.9404084,6.8993108,1
50.9297478,6.9404874,0
50.928167,6.9573944,0
50.9670963,6.9534564,0
50.9244515,6.9587432,0
50.9859726,6.9975925,3
50.9225692,6.9592574,0
50.9263617,6.9581791,0
50.9499782,6.9526189,0
50.9221324,6.8525286,1
50.9375607,6.9389284,0
50.9374225,6.9388814,0
50.9366867,6.9735815,0
50.935616,6.9431566,0
50.8812481,7.0795512,2
50.9311196,6.939011,0
50.9333845,6.9594672,0
50.8921654,7.0776415,2
50.8813191,7.0801091,2
50.945534,7.079346,3
50.9366406,6.9410509,0
50.9348775,6.9363678,0
50.948418,6.9538895,0
50.9225007,6.9619698,0
50.9190715,6.960026,0
50.9287194,6.9375966,0
50.9527508,6.9120155,1
50.9593626,6.9519137,0
50.9598087,6.9499091,0
50.8811313,7.0974,2
50.9541344,6.9098241,1
50.9860178,6.9976796,3
50.9859957,6.9976364,3
50.9696058,7.0442839,3
50.9224365,7.088688,2
50.9329197,6.9358188,0
50.9864316,6.8898854,4
50.9407356,6.9419404,0
50.9645638,6.9768541,0
50.9200366,6.9205553,1
50.9563553,6.9047341,1
50.9396692,6.9616232,0
50.9587844,7.0091732,3
50.9196453,6.9504409,0
50.9339334,6.9346348,0
50.933501,6.9350817,0
50.9874732,6.8846765,4
50.9491225,6.9196076,1
50.9393602,6.8422379,1
50.9415939,6.8368252,1
50.9583808,6.9395271,0
50.9479306,6.9568276,0
50.9685931,6.9490231,0
50.9381055,6.977791,0
50.8869592,7.0024498,2
50.9441862,6.828555,1
50.9390962,6.9767767,0
50.9393835,6.9757799,0
50.936682,6.9775574,0
50.9366984,6.973968,0
50.9366865,6.9734531,0
50.9366936,6.9742449,0
50.9343012,6.9709673,0
51.0632376,6.8626157,4
50.9337913,6.9477893,0
50.92226,6.9273678,1
50.9302786,6.9390134,0
50.9203873,6.9245375,1
50.9234859,6.9272386,1
50.9322007,6.9424358,0
50.9642974,7.0000218,3
51.0191242,6.9264526,4
50.9366279,6.9351432,0
50.9674673,7.003599,3
50.93693,6.901458,1
50.936901,6.9020624,1
50.910233,6.9630947,0
50.9369665,6.8998965,1
50.9391304,6.9399627,0
50.9406742,6.9434254,0
50.9417018,6.9410752,0
50.9419853,6.940644,0
50.9447358,6.9429151,0
50.9448093,6.9429835,0
50.9457629,6.9450817,0
50.9328589,6.9384225,0
50.9385144,6.9089628,1
50.9371997,6.9589148,0
50.944602,6.961884,0
50.9523288,6.9524008,0
50.9501746,6.9131961,1
50.9274528,6.9655453,0
50.9273758,6.9656049,0
50.9663395,6.9536322,0
50.9337069,6.9354317,0
50.9406182,6.9418063,0
50.9376158,6.9475164,0
50.9482737,6.9513431,0
50.9485616,6.8294012,1
50.9359529,6.9553904,0
50.8815928,7.0921027,2
50.9380313,6.9396424,0
50.9224016,6.9350845,0
50.9345419,6.9395711,0
50.9566902,6.919095,1
50.948444,6.9617898,0
50.9340717,6.9474186,0
50.9522096,6.9598452,0
50.9688428,7.050219,3
50.9382098,6.9750551,0
50.9302809,6.9408038,0
50.9715487,7.0387917,3
50.971401,7.0497361,3
50.9521378,6.9180656,1
50.9482753,6.9547493,0
50.9481514,6.9545536,0
50.9473537,6.9208913,1
50.9134252,6.932933,0
50.9141506,6.9311923,0
50.948491,6.9541346,0
50.9480762,6.9552076,0
50.9477225,6.9567907,0
50.9491262,6.9563645,0
50.966055,7.011636,3
50.9895838,6.9637789,0
50.9244091,6.9585326,0
50.9472343,6.9565209,0
50.9335572,6.9351834,0
50.9468786,6.9447807,0
50.9400585,6.9340197,0
50.940241,6.9345649,0
50.9464193,6.8285788,1
50.936642,6.9740403,0
50.9163857,6.9228657,1
50.9476261,6.9533425,0
50.9286447,6.9571068,0
50.943271,7.0488494,3
50.9468663,6.9215281,1
50.9358727,6.9581974,0
50.9702109,7.0464422,3
50.9642576,6.9535778,0
50.9379366,7.0020393,3
50.9318395,6.9401167,0
50.9382004,6.9381688,0
50.9476218,6.9216345,1
50.9643725,6.9768054,0
50.9125097,7.0568423,2
50.9656806,7.0090219,3
50.9337928,6.932753,0
50.9318905,6.9329001,0
50.9188171,6.9579305,0
50.9225969,6.9522373,0
50.9664905,6.9535927,0
50.9418939,6.9414443,0
50.9422961,6.9415703,0
50.940101,6.9379323,0
50.9355181,6.9426891,0
50.9008851,6.9455975,0
50.9374125,6.9394865,0
50.9367475,6.9411623,0
50.9337994,6.939922,0
50.9435049,7.0214698,3
50.9140552,6.9465523,0
50.9160219,6.9273218,0
50.9663934,6.9777379,0
50.949726,6.9567436,0
50.9446969,7.0056063,3
50.9337048,6.946016,0
50.9376833,6.9980708,3
50.8643628,7.0982154,2
50.9259894,6.9284893,0
50.9161263,6.9275829,0
50.9415597,6.9412358,0
50.9209311,6.9180467,1
50.9520992,6.9579828,0
50.9562769,6.9122662,1
50.9285879,6.9419658,0
50.8735736,6.9544736,0
50.9203235,6.9538307,0
50.9459328,6.9207195,1
50.9779334,6.8856473,4
50.9373092,6.9388736,0
50.9456973,7.0737399,3
50.9351436,6.9442366,0
50.9350946,6.9435813,0
50.9305981,6.9472706,0
50.9396224,7.0171349,3
50.9227431,6.9226761,1
50.9487025,6.95384,0
50.9644457,7.0208216,3
50.9573738,6.8998473,1
50.9474595,6.9048215,1
50.9416812,6.9088459,1
50.9349184,6.9378706,0
50.9384801,6.9369616,0
50.9777526,6.8578015,4
50.9402875,6.9351464,0
50.9539246,6.9577565,0
50.9538854,6.9575093,0
50.9532869,6.9570275,0
50.9534189,6.9570487,0
50.9521262,6.956925,0
50.9528662,6.9569681,0
50.9523069,6.9573641,0
50.9522351,6.9573487,0
50.9512961,6.9572667,0
50.9528077,6.9569773,0
50.9539267,6.9581589,0
50.9511376,6.9549577,0
50.9505011,6.9536331,0
50.911087,6.9688994,0
50.9285293,6.943427,0
50.9539549,6.9564804,0
50.8770833,7.1228143,2
50.9796933,6.8670432,4
50.9219995,6.9592103,0
50.9199782,6.9592981,0
50.9366147,6.93592,0
50.9538229,6.9504251,0
50.9799508,6.8669365,4
50.9389829,6.9392526,0
50.9737443,6.8639699,4
50.9079369,6.9700859,0
50.9414139,6.8790936,1
50.9349427,6.9732572,0
50.9544156,7.0135229,3
50.9550857,7.0135479,3
50.9323927,6.933224,0
50.9272081,6.9284681,1
50.9435472,6.9448148,0
50.9341965,6.9362441,0
50.9341275,6.9346636,0
50.9325427,6.9339413,0
50.9326281,6.9354284,0
50.930036,6.9381114,0
50.9300068,6.9385708,0
50.9300846,6.9387161,0
50.9095886,6.9697738,0
50.9292056,6.9371559,0
50.9278347,6.9347031,0
50.9400626,6.8790508,1
50.9335617,6.9356616,0
50.9365972,6.9370079,0
50.9311682,6.9641304,0
50.925136,6.964171,0
50.8813774,7.0571767,2
50.8836801,7.057371,2
50.883812,7.0577092,2
50.8834031,7.0599586,2
50.8796504,7.0538495,2
50.9420469,6.9430737,0
50.9420578,6.9435699,0
50.9561996,6.9175824,1
50.9378075,6.9389638,0
50.9358267,6.9588906,0
50.9682403,7.0148879,3
50.9147,6.9411706,0
51.0463248,6.850431,4
50.9319866,6.9323511,0
51.0378901,6.9255007,4
51.0231477,6.8978094,4
50.940759,6.9999817,3
50.9328369,6.9447794,0
50.9189567,6.9600609,0
50.9441939,6.9607577,0
50.9442704,6.9607749,0
50.9384192,6.9548948,0
50.9498143,6.9579535,0
50.9506874,6.9569153,0
50.9508572,6.9570199,0
50.9371115,6.8904705,1
50.9140382,6.931512,0
50.9386627,6.9404365,0
50.9186698,6.964349,0
50.9311963,6.9403987,0
50.9523445,6.9131573,1
51.0208426,6.9013915,4
50.9124012,6.9409178,0
50.9373364,6.9982776,3
50.9339747,6.9561795,0
50.8881579,7.0549346,2
50.8685376,7.0192515,2
50.9085823,7.0539871,2
50.9673919,6.9534349,0
50.9512632,6.9557475,0
50.9480056,6.9457734,0
50.9542003,6.9107666,1
50.9462426,6.9447184,0
50.9808211,6.8976273,4
50.9372357,6.9375266,0
50.8621584,7.0071086,2
50.862667,7.0089151,2
50.8626224,7.008399,2
50.9441898,7.0477697,3
50.9401364,7.0255044,3
50.9192184,6.9600037,0
50.9344414,6.9414444,0
50.857036,7.0815268,2
50.8787614,7.1224624,2
50.9176603,6.9895296,0
50.9176028,6.9895792,0
50.9369048,6.9373014,0
50.9075185,6.9659945,0
50.9115504,6.9683871,0
50.9098355,6.9631661,0
50.9214942,6.9548158,0
50.9211251,6.9564559,0
50.9356286,6.9339374,0
50.9090932,6.9610417,0
50.9101427,6.9619778,0
50.9403932,6.9389063,0
50.9404072,6.9389955,0
50.9404096,6.939101,0
50.940431,6.9392961,0
50.9407583,6.9396676,0
50.9045288,6.9639841,0
50.9089629,6.9700564,0
50.9811562,6.8986746,4
50.9817025,6.899275,4
50.8597629,6.9620664,0
50.9371911,6.9544175,0
50.9354564,6.9601883,0
50.9403654,6.938549,0
50.9184136,6.9251384,1
50.9159458,6.9280684,0
50.912598,6.9245637,1
50.9125211,6.9244836,1
50.9185428,6.9257358,1
50.9399214,6.9383546,0
50.9202528,6.9198487,1
50.9459673,6.9612201,0
50.9201996,6.9202999,1
50.9392178,6.9583402,0
50.8991847,6.9974883,0
50.9368168,6.937337,0
50.9220533,6.9207904,1
50.9213002,6.9182683,1
50.920865,6.9189567,1
50.9213229,6.9186802,1
50.9229452,6.9239147,1
50.9398122,6.93787,0
50.939278,6.8423496,1
50.9411532,6.8384533,1
50.8587453,7.1005632,2
50.9537312,6.9150885,1
50.8590093,7.1060276,2
50.8589642,7.1046305,2
50.8589566,7.1044582,2
50.9414555,6.9353157,0
50.9415196,6.898975,1
50.9403436,6.9345838,0
50.9398879,6.9345323,0
50.9513176,6.9520765,0
50.9344746,6.9474211,0
50.9214979,6.9649382,0
50.9406221,6.8888146,1
50.9226558,6.9599211,0
50.910536,6.9688462,0
50.9331212,6.959361,0
50.9325151,6.9591308,0
50.9597109,6.948111,0
50.9216357,6.9572841,0
50.9354086,6.9595591,0
50.9537345,6.9110062,1
50.9399606,7.0014867,3
50.9212721,6.9591499,0
50.9363944,6.9328483,0
50.9407172,6.9409879,0
50.9407655,6.9408912,0
50.9230523,6.9625117,0
50.8815753,7.0808688,2
50.9503365,6.952508,0
50.9502314,6.9525499,0
50.8806122,7.0825542,2
50.916109,6.9612959,0
50.9147366,6.9617594,0
50.9554023,6.9156515,1
50.9383984,7.0066976,3
50.8921522,6.9937196,0
50.892615,6.9948466,0
50.8927673,6.9943794,0
50.893835,6.9942789,0
50.8940785,6.9950925,0
50.8826484,7.0629174,2
50.9369261,6.9756933,0
50.9486601,6.9079642,1
50.8913252,6.99007,0
50.953955,6.9106483,1
50.9496412,6.9571045,0
50.9497863,6.956745,0
50.9497528,6.9571012,0
50.9499543,6.9571162,0
50.9491826,6.9571439,0
50.9460875,6.9615207,0
50.9257753,6.8962363,1
50.9312659,6.9403575,0
50.9200296,6.954964,0
50.9462048,6.938587,0
50.9249866,6.9650242,0
50.9331027,6.9763357,0
50.9674455,7.0029254,3
50.9517836,6.9229043,1
50.9110506,6.988618,0
50.9117274,6.9916312,0
50.9336086,6.9243668,1
50.9576604,7.0086614,3
50.9504785,6.9167766,1
50.957878,7.0108861,3
50.957657,7.0104824,3
50.9366545,6.9463668,0
50.9216142,6.9252666,1
50.920943,6.9600527,0
50.91285,6.9223712,1
50.9233716,6.9277777,1
50.9431066,7.0515729,3
50.9207561,6.9573078,0
50.9850967,6.9465249,0
50.8919567,7.0018434,2
51.0645797,6.8662721,4
50.9205253,6.9595794,0
50.919972,6.9597272,0
50.91983,6.9597845,0
50.9204531,6.959585,0
50.9215775,6.9598103,0
50.9411666,6.9372889,0
50.9803123,7.0689834,3
50.9390409,6.9404788,0
50.9697595,6.8445133,4
50.9180954,6.9233983,1
50.9428857,6.9715483,0
50.964804,6.9121326,1
50.9236282,6.927126,1
50.9824171,7.0718277,3
50.9204754,6.9580996,0
50.9223086,6.9611781,0
50.9012246,6.9433289,0
50.9009066,6.9454117,0
50.9204707,6.9557665,0
50.9147234,6.9619571,0
50.9410864,6.9446929,0
50.8697793,7.0448,2
50.9429042,6.9352467,0
50.9709002,7.09165,3
50.974644,7.0749579,3
50.9731064,7.0690812,3
50.9194331,6.9219558,1
50.9369255,6.9454551,0
50.9399866,6.9603673,0
50.9528041,6.9153742,1
50.9776457,7.0714228,3
50.9759033,7.0732328,3
50.9672948,7.0033729,3
50.9645001,6.9768066,0
50.9419055,6.9754016,0
50.8948913,7.0789333,2
50.85803,7.0890301,2
50.968401,6.9459253,0
50.9381482,6.8790406,1
50.9183942,6.916602,1
50.961791,6.8382799,4
50.9308311,6.9390754,0
50.9345344,6.9382434,0
50.9786853,7.0709875,3
50.9783306,7.0698212,3
50.9358515,6.9532975,0
50.9598882,6.9956363,3
50.977661,6.9997826,3
50.9711251,6.9516795,0
