lat,lon,cluster
50.9306681,6.9164984,1
50.9287983,6.9119257,1
50.9632714,7.0229678,3
50.9615778,7.0219524,3
50.9578949,7.0187147,3
50.959496,7.0105631,3
50.9546408,6.930481,1
50.9517383,6.9568766,0
50.9310894,6.9185933,1
50.9433137,6.9608631,0
50.9774281,7.032609,3
50.9828923,7.0379876,3
50.983022,7.0384204,3
50.9813328,7.033685,3
50.9384309,7.0190359,3
50.9363777,6.9334923,0
50.936362,6.9343192,0
50.9289262,6.939284,0
51.006844,7.0281934,3
50.9903409,7.0468635,3
50.9713278,7.0337869,3
50.9693227,7.0363103,3
50.9458798,6.9536503,0
50.9477219,6.9518826,0
50.8820837,7.0662783,2
50.9252465,6.907608,1
50.9508202,6.9187389,1
50.9871131,6.9791794,3
50.9304407,6.9371208,0
50.9309422,6.9378466,0
50.9289236,6.936094,0
50.950599,6.9158103,1
50.975019,7.0139856,3
50.9474492,6.9451369,0
50.9708323,7.0089639,3
50.9691966,7.0062661,3
50.9612829,6.9971515,3
50.9624921,6.9980613,3
50.9634341,7.0020237,3
50.96242,7.0039036,3
50.962939,7.0032819,3
50.9636653,7.0039502,3
50.9693101,7.0071802,3
50.9703865,7.0082034,3
50.9721609,7.0087399,3
50.9557652,7.0165071,3
50.9286363,6.9381717,0
50.9169583,6.9239675,1
50.9510709,6.9173573,1
50.9510035,6.9171522,1
50.913063,6.9409589,0
50.9403875,6.9559087,0
50.9407017,6.9561866,0
50.9407511,6.95618,0
50.9410023,6.9558685,0
50.9175942,6.924062,1
50.9177776,6.9242958,1
50.9834553,7.0219239,3
50.9449878,6.9583479,0
50.9451765,6.958204,0
50.9438065,6.9603058,0
50.9576324,6.9190951,1
50.9170022,6.9284769,0
50.9174395,6.9289078,0
50.9179316,6.9294626,0
50.9187965,6.9303698,0
50.9199659,6.9315875,0
50.9287735,6.9394758,0
50.9288143,6.939736,0
50.9305805,6.9390773,0
50.9369455,6.9456138,0
50.9240059,6.9272387,1
50.9284875,6.9566349,0
50.9522863,6.9521307,0
50.9539065,6.9576489,0
50.9159868,6.92288,1
50.9156479,6.9225705,1
50.9145863,6.9215423,1
50.9202642,6.9156328,1
50.9198649,6.926915,1
50.9189241,6.9262394,1
50.936241,6.9493731,0
50.9322118,6.9566837,0
50.9357984,6.9562595,0
50.9358424,6.959268,0
50.9297832,6.9393588,0
50.9359101,6.9600982,0
50.9355208,6.9591367,0
50.953045,6.9125342,1
50.9354408,6.960016,0
50.9354456,6.9596561,0
50.9401779,6.9609885,0
50.9360299,6.9600968,0
50.9361507,6.9600899,0
50.9610892,6.952498,0
50.9667918,6.9585539,0
50.979478,6.9648037,0
50.9905309,6.9595348,0
50.9891588,6.9614016,0
50.9896701,6.9614562,0
50.9899165,6.9613747,0
50.91243,6.945588,0
50.8979529,6.9513766,0
50.905311,6.9418318,0
51.0168485,7.0068405,3
50.9967463,7.0374073,3
50.9361657,6.9577342,0
50.9391502,6.9519671,0
50.9370181,6.971946,0
50.9392084,6.9554144,0
50.9205099,6.9622515,0
50.9194695,6.9608613,0
51.0040573,7.0444036,3
50.8936659,6.9919645,0
50.9414732,6.9545042,0
51.0017388,6.8775681,4
50.9984437,6.8774612,4
50.9411344,6.953293,0
50.9414188,6.9540461,0
50.941541,6.9549849,0
50.9399902,6.9537408,0
50.9372306,6.9536664,0
50.9401019,7.0195011,3
50.9401528,7.021197,3
50.9415946,6.9508344,0
50.9415689,6.9513876,0
50.9348555,6.9734266,0
50.9360839,6.9592689,0
50.9344604,6.9379452,0
50.9573558,6.9195297,1
50.9814631,7.0787655,3
50.9347251,6.9976822,3
50.9128991,6.9283773,0
50.9479606,6.9452158,0
50.948584,6.9447932,0
50.94787,6.9424835,0
50.9479393,6.9429795,0
50.9393601,6.976782,0
50.9481299,6.9210594,1
50.9238684,6.9568949,0
50.9200973,6.9200756,1
50.919448,6.9195242,1
50.9414524,6.9372634,0
50.9402482,6.9332601,0
50.9409531,6.9347466,0
50.9407448,6.9404587,0
50.9375908,6.947408,0
50.9363645,6.9504006,0
50.9421948,6.9353068,0
50.9277582,6.9398738,0
50.927378,6.9394216,0
50.9273748,6.9401083,0
50.9032466,6.9649724,0
50.9553537,6.9648355,0
50.9521252,6.9524797,0
50.9539524,6.9546172,0
50.949818,6.9231055,1
50.9375077,6.9605742,0
50.9367864,6.961194,0
50.9373536,6.9625359,0
50.93793,6.962156,0
50.9397003,6.9618211,0
50.9369857,6.9623993,0
50.9369312,6.9625543,0
50.9369226,6.9624091,0
50.9368154,6.9627049,0
50.9376205,6.962487,0
50.9377372,6.9624967,0
50.9378393,6.9624353,0
50.9378773,6.9623977,0
50.9382713,6.9623895,0
50.9384578,6.9620896,0
50.9382278,6.9620657,0
50.9549672,6.9174913,1
50.9551321,6.9170426,1
50.9550346,6.91798,1
50.9527336,6.9226822,1
50.9230086,6.9673813,0
50.9582678,6.9181808,1
50.926165,6.938234,0
50.915431,6.9277477,0
50.915224,6.9273256,0
50.9148278,6.9303557,0
50.9149049,6.9292331,0
50.9150161,6.9289301,0
50.9878077,7.0869675,3
50.958424,6.945313,0
50.9057832,6.9587044,0
50.9058397,6.9569402,0
50.9269986,6.9396066,0
50.9275452,6.9396204,0
50.9273163,6.9393818,0
50.9306987,6.9413063,0
50.9286158,6.9394732,0
50.9894101,6.9612948,0
50.9555487,7.0140504,3
50.9123475,6.9243027,1
50.9103417,6.9621369,0
50.9314558,6.9348679,0
50.9339368,6.9342707,0
50.9285329,6.9372945,0
50.9337305,6.9346044,0
50.9414488,6.9351795,0
50.9311961,6.9352749,0
50.940068,6.956888,0
50.9398406,6.9573523,0
50.9579462,7.0203219,3
50.9256428,6.9571014,0
50.9262435,6.958224,0
50.9251806,6.958251,0
50.9258586,6.9580911,0
50.9249222,6.9594522,0
50.9370788,6.9538908,0
50.9393192,6.9453393,0
50.9397408,6.9461814,0
50.9396819,6.946145,0
50.9388896,6.9461822,0
50.938928,6.9472055,0
50.9376012,6.9472814,0
50.937858,6.9470938,0
50.9377803,6.9475534,0
50.9380779,6.9455361,0
50.9400783,6.9446823,0
50.9378397,6.9426758,0
50.9568351,6.9190039,1
50.9555812,6.9183368,1
50.9560518,6.9186039,1
50.9298363,6.9397766,0
50.9369528,6.9444305,0
50.9369662,6.9441465,0
50.9361185,6.944677,0
50.9365628,6.9469791,0
50.9550479,6.9183041,1
50.9546879,6.9181315,1
50.9451188,6.9535313,0
50.9593957,6.9063253,1
50.9453658,6.9557537,0
50.9450039,6.9548026,0
50.9445729,6.9559171,0
50.9379288,6.9421976,0
50.9376865,6.9424025,0
50.9379012,6.9423832,0
50.9378807,6.9422012,0
50.9382137,6.9402967,0
50.9380099,6.9407251,0
50.9381095,6.9421367,0
50.937645,6.9406313,0
50.9376032,6.9414798,0
50.8743762,7.0507713,2
50.8890226,7.0572751,2
50.8887349,7.0538913,2
50.9436929,6.9451737,0
50.9422636,6.9557258,0
50.9523063,6.9137472,1
50.9521478,6.913983,1
50.9519813,6.9142033,1
50.9555239,6.9160085,1
50.9554746,6.9161576,1
50.9258057,6.9662934,0
50.9370633,6.8955023,1
50.9471359,6.8866003,1
50.9345436,6.9559967,0
50.9281126,6.9460482,0
50.9276761,6.9453931,0
50.9275692,6.9456649,0
50.9278151,6.9463353,0
50.9353237,6.9347786,0
50.9397091,6.9583116,0
50.9475565,6.9224516,1
50.9458872,6.9258528,1
50.9472882,6.9231925,1
50.9656217,7.0095603,3
50.9366586,6.9344435,0
50.9322709,6.9212584,1
50.9356597,6.9439675,0
50.9385342,6.9454572,0
50.9300705,6.9380122,0
50.9874027,6.9925359,3
50.9874324,6.9920798,3
50.9867582,6.9910952,3
50.9865557,6.9913069,3
50.9331488,7.0442012,3
50.9244673,6.9445701,0
50.9397553,6.9592082,0
50.9397818,6.9590835,0
50.9392077,6.9587287,0
50.9392095,6.9588797,0
50.9392042,6.9589825,0
50.939319,6.9593278,0
50.9494955,6.9175334,1
50.9488475,6.9168179,1
50.9484873,6.9164154,1
50.9386379,6.9529696,0
50.9370331,6.9497941,0
50.9315567,7.0465494,3
50.930395,7.0469184,3
50.9489469,6.9209012,1
50.9487591,6.9180589,1
50.9530509,6.9570104,0
50.9531151,6.9574543,0
50.907262,6.9637777,0
50.9499555,6.9232888,1
50.9223909,6.96175,0
50.9643669,6.9486065,0
50.9367454,6.9591745,0
50.9772507,7.03266,3
50.9388968,6.9588148,0
50.9651316,7.0101943,3
50.9222334,6.9283015,0
50.9324893,6.9394648,0
50.9219255,6.9632046,0
50.9644265,7.0207347,3
50.9836683,7.040656,3
50.9631084,7.0139818,3
50.9230444,6.9591345,0
50.9230983,6.9591148,0
50.9208014,6.9544012,0
50.92529,6.9373174,0
50.9228151,6.9599976,0
50.9226627,6.9596517,0
50.9219961,6.9559899,0
50.9198975,6.9542865,0
50.9203609,6.9554626,0
50.9202622,6.9561014,0
50.9205156,6.9579891,0
50.9192368,6.9594947,0
50.9183458,6.9595254,0
50.9198126,6.960507,0
50.9199474,6.9608473,0
50.9205522,6.9615491,0
50.9208252,6.9615597,0
50.9207308,6.9618391,0
50.9207372,6.9621797,0
50.9206346,6.9642376,0
50.9215632,6.9574334,0
50.9220267,6.9596732,0
50.9221706,6.9591519,0
50.919493,6.9596653,0
50.9198093,6.9621418,0
50.9216676,6.9619997,0
50.9194486,6.9595554,0
50.9658471,6.9532935,0
50.9376484,6.9614629,0
50.9369018,6.9601175,0
50.9370567,6.960122,0
50.9371226,6.9600878,0
50.9367643,6.9601365,0
50.9374086,6.9596329,0
50.9386744,6.9597018,0
50.9389293,6.9597485,0
50.9474832,7.0895207,3
50.9454515,7.0783014,3
50.947197,7.0803369,3
50.9371913,6.9544852,0
50.9385832,6.9500482,0
50.9385859,6.94999,0
50.9389346,6.9512385,0
50.9389241,6.9510663,0
50.9310111,6.9390318,0
50.9232982,6.9269891,1
50.935604,6.934321,0
50.9346667,6.9406489,0
50.9356154,6.9429948,0
50.9363572,6.9344144,0
50.9486057,7.078922,3
50.9449756,7.0758753,3
50.9406546,6.9432636,0
50.9408816,6.9435429,0
50.9412479,6.9415027,0
50.9414326,6.9415624,0
50.9409945,6.944325,0
50.9406512,6.943189,0
50.940645,6.9430853,0
50.9407362,6.941789,0
50.9407282,6.9413461,0
50.9412925,6.9412792,0
50.9417256,6.9413986,0
50.941584,6.9415924,0
50.9366131,6.9362236,0
50.9366125,6.9364398,0
50.9366108,6.9365414,0
50.9363589,6.936018,0
50.92554,6.954694,0
50.9210459,6.9617218,0
50.9211416,6.9616762,0
50.9213622,6.9620941,0
50.9401643,6.9412066,0
50.9365751,6.9386543,0
50.9212731,6.9616189,0
50.9275451,6.942286,0
50.9283974,6.9410071,0
50.9301806,6.9429819,0
50.9302882,6.9430827,0
51.0619841,6.8554099,4
50.9269254,6.9662508,0
50.9407446,6.9421787,0
50.9368423,6.9567808,0
50.9363626,6.9515125,0
50.9406247,6.9427722,0
50.9370607,6.9388324,0
50.9381923,6.9388895,0
50.9382578,6.9376834,0
50.9383371,6.9350955,0
50.938092,6.934807,0
50.9378183,6.9455585,0
50.9218274,6.962983,0
50.9386167,6.9446305,0
50.9380922,6.9388724,0
50.9368343,6.9387889,0
50.9598048,6.9960469,3
50.9723671,7.0113183,3
50.9724675,7.0109888,3
50.9382094,6.9348871,0
50.9381246,6.9344902,0
50.9366385,6.9347378,0
50.9414448,6.9352293,0
50.8783443,7.1233703,2
50.922191,6.9568924,0
50.9367979,6.9343545,0
51.001231,6.979484,3
50.9289849,6.9397019,0
50.9287613,6.937915,0
51.0013017,6.9798732,3
50.9131025,6.9295103,0
50.926505,6.9383321,0
50.9594208,7.0087276,3
50.9584633,7.0095864,3
50.9586459,7.0093757,3
50.9460598,6.9196893,1
50.9459229,6.920101,1
50.9373161,6.9559708,0
50.9377859,6.955429,0
50.9377262,6.9558755,0
50.9369979,6.9611641,0
50.9370418,6.961161,0
50.937133,6.96116,0
50.9373081,6.9612879,0
50.9374061,6.9612206,0
50.9375429,6.9609898,0
50.9375751,6.959668,0
50.9375583,6.9597759,0
50.9373626,6.9586648,0
50.9380139,6.9570505,0
50.9377721,6.9568774,0
50.9378143,6.9565978,0
50.935165,6.9487548,0
50.9438594,6.9422073,0
50.9076891,6.9661995,0
50.9401533,6.9500518,0
50.9356162,6.9544916,0
50.9357439,6.9545918,0
50.9388164,6.9499979,0
50.9388164,6.9501916,0
51.0651767,6.8655268,4
51.0667653,6.8614266,4
50.9388756,6.9539929,0
50.9696527,6.9795221,0
50.9281081,6.9344726,0
50.9363591,6.9358309,0
50.934159,6.9570936,0
50.9407328,6.9416088,0
50.9378558,6.9604118,0
50.9381034,6.9604767,0
50.9382021,6.9604435,0
50.938316,6.960433,0
50.9384192,6.9604148,0
50.9386286,6.9603805,0
50.9388026,6.9603387,0
50.9390282,6.9602996,0
50.9390972,6.9603208,0
50.9389612,6.9603087,0
50.9369892,6.9627577,0
50.9918997,6.93305,4
50.934818,6.9559636,0
50.936383,6.9576418,0
50.9367427,6.9574664,0
50.9371072,6.9574359,0
50.9222678,6.9617866,0
50.9225696,6.961519,0
50.9387729,6.9548018,0
50.9492379,6.9593426,0
50.9448684,6.8872338,1
50.9306531,6.9208514,1
50.9126671,6.9456656,0
50.9130292,6.9419419,0
50.9393431,6.9476297,0
50.93777,6.9344588,0
50.9464769,6.9385283,0
50.9354382,6.9595475,0
50.9407392,6.9420719,0
50.9243825,6.9596742,0
50.9443694,6.9436532,0
50.9601649,6.981686,0
50.9438344,6.9482402,0
50.9325598,6.9593246,0
50.9318465,6.9418567,0
50.931207,6.947826,0
50.9245869,6.9587253,0
50.9520575,6.9124458,1
50.9518333,6.9139368,1
50.9517893,6.9140016,1
50.9437714,6.9331788,0
50.9326817,6.9206883,1
50.8941998,6.9937923,0
50.9271583,6.9612895,0
50.9271097,6.9610324,0
50.9377153,6.9596431,0
50.9377673,6.9597232,0
50.9376246,6.9612926,0
50.9376348,6.9613593,0
50.9377038,6.9619002,0
50.9372672,6.9600653,0
50.9376133,6.9611703,0
50.9379334,6.9612178,0
50.9375761,6.961625,0
50.9375926,6.9617146,0
50.9375689,6.9617594,0
50.9376897,6.9617929,0
50.9378844,6.9618647,0
50.9377913,6.9622064,0
50.9389903,6.9502346,0
50.9372792,6.9688926,0
50.9375426,6.9688646,0
50.9404062,6.9717531,0
50.9295434,6.9565869,0
50.9314402,6.9567088,0
50.9356744,6.9578273,0
50.9292666,6.9377164,0
50.8725012,7.0295195,2
50.9380264,6.9608298,0
50.9381008,6.9612957,0
50.935205,6.9476123,0
50.9378616,6.9621934,0
50.9379616,6.9621461,0
50.9391875,6.9622299,0
50.956588,6.9193492,1
50.9391346,6.9765727,0
50.9476565,6.9209112,1
50.9113709,6.9424084,0
50.9531233,6.9655897,0
50.9202842,7.0965587,2
50.9218813,7.0903993,2
50.9223612,7.0895104,2
50.9224399,7.0891601,2
50.9215658,7.0824448,2
50.9212541,7.0819082,2
50.9203296,7.097776,2
50.9110547,6.9412912,0
50.9113767,6.9412469,0
50.9120982,6.9410447,0
50.9314684,6.9630423,0
50.9389426,6.9486624,0
50.9298495,6.9387651,0
50.9387775,6.9597162,0
50.9390135,6.9597549,0
50.9239478,7.0763611,2
50.9243813,6.8978828,1
50.938904,6.933672,0
50.9365893,6.9382514,0
50.9484965,6.9180083,1
50.930595,6.9384721,0
50.9471335,6.9191535,1
50.9479126,6.9194886,1
50.9409917,7.0222229,3
50.9773937,6.9467087,0
50.9776735,6.9463578,0
50.9448146,6.8310999,1
50.9480748,6.9204937,1
51.0473625,6.8469956,4
50.9389145,6.9618641,0
50.939005,6.9618599,0
50.9388161,6.9618724,0
50.9391283,6.9618349,0
50.9463178,6.9247831,1
50.9396382,6.9618358,0
50.9397181,6.9615724,0
50.9395855,6.9618232,0
50.9395035,6.9618247,0
50.9319061,6.932383,0
50.9290954,6.9358911,0
50.931366,6.935002,0
50.9306922,6.9207272,1
50.9629202,7.0130277,3
50.9637761,7.0164031,3
50.9303498,6.9367338,0
50.934909,6.9977219,3
50.9345236,6.9975379,3
50.9334745,6.9971825,3
50.9527551,6.9130297,1
50.9528692,6.9128335,1
50.952656,6.9131928,1
50.9535913,6.9134738,1
50.948297,6.9597806,0
50.9315901,6.9325237,0
50.9360014,6.986317,0
50.925653,6.9092654,1
50.9401883,6.961667,0
50.9400042,6.9617164,0
50.9400721,6.9617069,0
50.9399289,6.961726,0
50.9398612,6.961737,0
50.9393,6.9604019,0
50.9397004,6.9614379,0
50.9397211,6.9610996,0
50.9539372,6.9202526,1
50.9315839,6.9962206,3
50.9322436,6.9968316,3
50.9376819,6.9567369,0
50.9217032,6.9550323,0
50.9228383,6.9567478,0
50.9371036,6.9984801,3
50.9336329,6.9589756,0
50.9336099,6.9587357,0
50.9330471,6.9566443,0
50.9330916,6.9563945,0
50.9347441,6.9592724,0
50.9353916,6.9591747,0
50.9354268,6.9593596,0
50.9298775,6.9392424,0
50.931414,6.9186842,1
50.8786786,7.1224211,2
50.8777982,7.1221266,2
50.8776754,7.1221199,2
50.880678,7.119356,2
50.9466581,6.9239737,1
50.9467348,6.9237618,1
50.9468081,6.923529,1
50.9368915,6.8654532,1
50.9290867,6.9406426,0
50.928723,6.9390639,0
50.9791062,7.0701897,3
50.9379875,6.9623696,0
50.9342845,6.9382707,0
50.9411219,6.9457842,0
50.9346485,6.9626452,0
50.9354727,6.8686525,1
50.9401019,7.0305217,3
50.9430328,7.0490213,3
50.942802,7.0503691,3
50.9401049,7.0304002,3
50.9226171,6.9683825,0
50.9287379,6.9391708,0
50.9289154,6.9405396,0
50.94624,6.9385083,0
50.9283919,6.9398133,0
50.93318,6.945296,0
50.9504067,6.9528705,0
50.9181116,6.9251516,1
50.9379702,6.8625353,1
50.9376671,6.9384636,0
50.9369915,6.9377636,0
50.9366642,6.9372911,0
50.9370931,6.9381561,0
50.9322765,7.0200007,3
50.9221063,7.0863947,2
50.9223495,6.987149,0
50.9332942,6.934632,0
50.9321521,6.9382783,0
50.9485421,6.9095255,1
50.9347392,6.9411509,0
50.9347391,6.9408009,0
50.9419605,6.9380905,0
50.9343845,6.9403622,0
50.9423886,6.955095,0
50.9421855,6.9552858,0
50.9379279,6.9375862,0
50.9385677,6.9350983,0
50.939308,6.9393743,0
50.9396525,6.939492,0
50.9301451,6.9414416,0
50.9317546,7.000513,3
50.9655388,6.9770451,0
50.9499838,6.9545117,0
50.9488481,6.9533003,0
50.9491249,6.9553462,0
50.949695,6.9550046,0
50.948791,6.956675,0
50.9495004,6.9564995,0
50.949362,6.956184,0
50.949459,6.9577177,0
50.9491788,6.9617666,0
50.9492029,6.9613931,0
50.9489733,6.9534837,0
50.949582,6.957178,0
50.9483992,6.9560714,0
50.9398891,6.9547573,0
50.9502816,6.9533679,0
50.9503802,6.9557731,0
50.94931,6.9621642,0
50.9558814,6.9667214,0
50.9538244,6.9611075,0
50.9304794,6.9970563,3
50.9296732,6.9393492,0
50.9305027,6.9161757,1
50.9189848,6.9258885,1
50.9231762,6.9239427,1
50.9252613,6.9112494,1
50.9297438,6.9396166,0
50.9109971,6.9229315,1
50.9342926,6.9486155,0
50.9339386,6.9484581,0
50.9348469,6.947903,0
50.9366011,6.9369153,0
50.9368258,6.9074161,1
50.9319406,6.942039,0
50.9301,6.9571662,0
50.9379623,6.932885,0
50.9363731,6.9335867,0
50.9364086,6.9323917,0
50.9429759,6.941226,0
50.9443389,6.9429584,0
50.9426547,7.0085945,3
50.939228,7.0093409,3
50.9399571,7.0110244,3
50.9399466,7.0076121,3
50.9288788,6.9576768,0
50.9176265,6.9604505,0
50.9333961,6.9561226,0
50.9673716,6.9142021,1
50.9483406,6.945307,0
50.9481935,6.945344,0
50.948334,6.9454173,0
50.9462578,6.9458754,0
50.9391418,7.0082333,3
50.94054,6.9992832,3
50.939378,6.9993913,3
50.9404796,6.9991316,3
50.9393304,6.999834,3
50.9385914,7.0005232,3
50.9408758,6.9605322,0
50.9388722,7.001263,3
50.938992,7.0010378,3
50.9382264,7.0007313,3
50.9403375,7.0015903,3
50.9397429,7.0013205,3
50.9402913,7.001564,3
50.9394948,7.0012493,3
50.9346303,6.9602613,0
50.9424059,7.0017152,3
50.9434147,7.0015927,3
50.9169177,6.925921,1
50.9114111,6.9233421,1
50.946086,6.9388475,0
50.9480223,6.9475915,0
50.9488002,6.9505154,0
50.9469122,6.9447991,0
50.9470171,6.9450849,0
50.9371193,6.9347646,0
50.8590207,7.1067276,2
50.955323,6.9397455,0
50.9334547,6.9339193,0
50.9419173,7.008303,3
50.9405515,7.0068341,3
50.9415498,7.0029128,3
50.9417272,7.0041133,3
50.9289799,6.9114675,1
50.9281977,6.9090922,1
50.9313855,6.9250891,1
50.9380459,6.8816949,1
50.9284072,6.9435677,0
50.9640391,7.002312,3
50.9247516,6.911697,1
50.9638599,6.9493229,0
50.9266714,6.9380142,0
50.951686,6.957313,0
50.9520618,6.9568995,0
50.9353391,6.9453973,0
50.9515863,7.0080218,3
50.9286718,6.9372347,0
50.9240186,6.9123675,1
50.9249361,6.9115232,1
50.9323157,6.9214143,1
50.9321884,6.9209946,1
50.9811136,7.0239041,3
50.9812277,7.0240617,3
50.9386059,7.0079662,3
50.9386309,7.0080837,3
50.9385321,7.0058584,3
50.9513226,7.0054352,3
50.9382452,6.9452271,0
50.9326193,6.9214507,1
50.9587161,6.9476096,0
50.948251,6.9513674,0
50.9508706,6.9177662,1
50.9577321,7.0115119,3
50.9579955,7.0106891,3
50.9295973,6.9378369,0
50.9280187,6.9351358,0
50.9413983,6.935119,0
50.93493,6.934379,0
50.9293418,6.9407051,0
50.9679248,6.9588301,0
50.9640752,7.0210199,3
50.9534864,6.9206126,1
50.9308034,6.9160356,1
50.9254311,6.9105925,1
50.9311604,6.9170305,1
50.9379145,6.9467259,0
50.8843068,7.0545886,2
50.9217864,6.9322837,0
50.9324486,6.9217834,1
50.9332672,6.9233228,1
50.9427032,7.0423192,3
50.9524603,6.9573725,0
51.0352049,6.9033999,4
50.9491026,7.0056577,3
50.9516106,6.9546046,0
50.8973901,7.0657853,2
50.9428854,6.9576234,0
50.9459567,6.9452477,0
